"text","class"
"อันนี้ 15 Pro เหมือนกันใช้งานร้อนมาก แบตหมดไวมาก ยิ่ง voice call | Line call นี่ยิ่งไวและร้อนมาก apple เองก็ออกมายอมรับเรื่องความร้อนแรงของ cpu แล้ว คิดว่าน่าจะเป็นกันทุกเครื่อง","1"
"นี่ใช้อยู่ เครื่องร้อนมากกก 😩","1"
"ผมใช้ สไลด์เฟสบุ๊ค พิมไลน์ 5 นาที ฝาหลังอุ่นเบาๆทะลุเคสมาเลยครับ เครื่องเก่า xr ผมไม่มีอาการนี้เลย ","1"
"เปิดกล้องร้อนง่ายจริงครับ ใช้โซเชียลมีเดียทั่วไป ไม่ร้อน แต่เห็นข่าวมีคนแบตบวมแล้วเริ่มหวั่นๆ","1"
"กั๊กสุดๆ ขนาดรุ่น Pro ยังไม่มี 5x ให้ใช้อีก","1"
"สีสวยแค่กั๊กมากค่ะ ราคาเท่านี้ยังให้จอแค่ 60hz","1"
"ควรจะเป็น 120Hz ทุกตัวได้แล้ว 😡","1"
"กล้องหน้า 15pm แย่จริง ขนาด 14 ว่าแย่แล้ว อันนี้แย่กว่าอีก","1"
"ใช้ตัว 15 plus อยู่ทำไมมันชาร์จแล้วร้อนมากก ขนาดต้องเปิดแอร์ชาร์จอ่ะ","1"
"ผมรู้สึกว่ากล้อง x5 ควรมีในตัว 15 pro ด้วย","1"
"เล่นเกมส์นานไม่ได้ร้อนจัด","1"
"15 promax แบตไม่อึดเท่า 14 promax แถมร้อนเร็วกว่าด้วยครับ","1"
"ไม่ค่อยคุ้มเปลี่ยนแฮะ ใช้14ยาว ๆ","1"
"ต้นทุนการใช้ชีวิตแพงถ้าไม่มีปัญหาก็จัดไปครับแต่ผม..ว่าไม่สมราคา","1"
"ไทเทเนี่ยมหรอไม่ดีมั้งมันระบายความร้อนได้น้อยกว่าตัวเก่า","1"
"ใครบอก 15pro แบตอึดคะ นี่ 15 pro เหมือนกัน แต่แบตไหลเป็นน้ำเลยย5555555","1"
"เหมือนกันมากแทบแยกไม่ออก อยากให้เปลี่ยนดีไซน์บ้างอะไรบ้าง","1"
"Pro max ก็ลดเร็วเช่นกันค่ะ แต่ดีคือเบาเท่านั้นเลย","1"
"คิดว่าเพราะเปิด 5G เลยทำให้แบตหมดไวมาก ๆ","1"
"15 pm ผมใช้ดูยูทูป netflix เครื่องไม่ร้อน พอเล่นเกมเท่านั้นแหละ ร้อนลวกมือ 555 ต้องเอามาจ่อพัดลม","1"
"ไอโฟนเเมร่งถอยหลังละหวะ กูอยากไปซุมซุงละ","1"
"ถ้าอยู่ในเรทราคาเดียวกัน.แบรนด์อื่นให้สเป็คมาดีกว่าไม่ว่าจะเป็นกล้อง-cpu-แบตเตอรี่-อัตรารีเฟรชเรท-อายุการใช้งาน เป็นรองแบรนด์อื่นๆทั้งหมดเลย","1"
"จอ Promotion 120 Hz จริงๆๆจอ LTPO ไม่ใช้เรื่องใหม่อะไรเลย ตอนนี้ Android รุ่น 17000 - 18000 + ก็เริ่มได้เห็นแล้ว ปีหน้าคงไปอยู่กะพวกรุ่น ต่ำ 15000 แต่พอ apple เรียกมันว่า Promotion ทำให้ เหมือนถูกบังคับให้อยู่ในรุ่น Pro เท่านั้น ","1"
"นับวันคุณภาพยิ่งต่ำ ใช้มาตั้งแต่ iPhone 7 ถึง iPhone 13 มีปัญหาเรื่องหน้าจอ แล้วก็ขาย iPhone 13 ทิ้ง ปีถัดมา ว่าจะมาใช้ iPhone 14 ก็ยังมีปัญหาอีก คือมันไม่ใช่ปัญหาของลูกค้าป่ะ เครื่องมันควรจะใช้ได้ซัก 3-6 ปี เหมือน iPhone 7 iPhone 8 เครื่องนึงตั้งหลายหมื่น ปัจจุบันย้ายค่ายมาใช้ SS ตั้งแต่นั้นมา เฮอ","1"
"ในรุ่น Plus รบกวนแบตพี่ ก้าวข้าม 5000 mah ที่เถอะ ","1"
"ลาก่อนน…. ไอโฟนรอบนี้ ราคานี้ ยังมี 60Hz อยู่ จอ120 Hz ในรุ่นธรรมดาเมื่อไหร่ ค่อยคุยกัน 😎","1"
"ทำไมตัวธรรมดาเขาไม่ให้ 90hz มาได้แล้วนี่มัน i15 แล้วนะ ราคาก็เพิ่มขึ้นกั้กเก่งกั้กไปถึงเวลาจะรู้ว่าการกั้กมากเกินไปจะส่งผลเสียต่อ ธุรกิจของมัน เพี้ยงๆๆๆ","1"
"เครื่องร้อนเร็วมาก","1"
"ผมว่าใช้14น่าจะดีกว่า ราคาถุกลงแล้วครับพี่","1"
"รุ่น pro น่าจะให้ thunderbolt4 มาเลยราคาก็ขนาดนี้แล้ว","1"
